0.708,0.218,0.194,0.355,0.965,0.354,0.497,0.113,0.260,0.255,0.877,0.275,0.946,0.090,0.706,0.752,0.264,0.429,0.182,0.869,0.482,0.452,0.961
0.917,0.350,0.471,0.500,1.000,0.453,0.632,0.198,0.343,0.412,0.949,0.406,1.000,0.203,0.875,0.895,0.383,0.487,0.425,0.956,0.500,0.571,1.000
0.462,0.141,0.044,0.233,0.810,0.244,0.372,0.041,0.014,0.136,0.709,0.181,0.848,0.024,0.500,0.557,0.174,0.367,0.058,0.684,0.380,0.304,0.785
