0.192,0.586,0.052,0.047,0.381,0.153,0.280,0.864,0.539,0.425,0.002,0.006,0.077,0.636,0.332,0.337,0.053,0.014,0.785,0.213,0.000,0.478,0.001
0.438,0.703,0.375,0.179,0.517,0.375,0.460,0.950,0.636,0.600,0.036,0.071,0.158,0.875,0.606,0.594,0.211,0.094,0.887,0.367,0.000,0.653,0.016
0.041,0.444,0.000,0.000,0.237,0.000,0.068,0.754,0.417,0.182,0.000,0.000,0.025,0.333,0.127,0.107,0.000,0.000,0.571,0.089,0.000,0.313,0.000
