caller	freq	value
Arrowhead	4	0.021517327318870367
Arrowhead	4	0.023052502170147173
Arrowhead	4	0.047435237636006745
Arrowhead	4	0.029215041814415022
Arrowhead	1	0.0390242997815829
Arrowhead	2	0.02773599028540006
Arrowhead	2	0.022071922670045895
Arrowhead	1	0.037645219518402946
Arrowhead	2	0.011818369615411934
Arrowhead	2	0.014887417353110752
Arrowhead	1	0.024225428643793515
Arrowhead	2	0.03008743633778878
Arrowhead	2	0.0313392464994043
Arrowhead	1	0.016737605802918082
Arrowhead	1	0.022534423139083798
Arrowhead	1	0.01632135070451554
Arrowhead	1	0.023244352502961373
Arrowhead	1	0.017388754121129505
Arrowhead	1	0.03124092955480368
Arrowhead	1	0.016421709464140788
Arrowhead	1	0.018949550915373363
Arrowhead	1	0.024122362949163898
Arrowhead	2	0.021506707041663194
Arrowhead	2	0.06360934547669818
Arrowhead	1	0.022416738541369934
Arrowhead	3	0.023203292097559176
Arrowhead	3	0.0726049676152752
Arrowhead	3	0.023888481452338243
Arrowhead	2	0.02142030194078519
Arrowhead	2	0.018781492197771893
Arrowhead	1	0.018448247015465588
Arrowhead	1	0.021337451705804953
Arrowhead	1	0.01889971901012015
Arrowhead	1	0.029446759193381168
Arrowhead	1	0.035906923183976355
Arrowhead	1	0.028131213750790057
Arrowhead	1	0.019782913293679857
Arrowhead	1	0.01898684583186704
Arrowhead	2	0.030541260888343743
Arrowhead	2	0.04482115250871751
Arrowhead	2	0.023612576281279017
Arrowhead	2	0.018253081407606078
Arrowhead	1	0.04443920836579686
Arrowhead	1	0.025130267334272118
Arrowhead	1	0.045390358111336855
Arrowhead	1	0.025247489949379965
Arrowhead	1	0.02022050785085137
Arrowhead	1	0.00575436092009207
Arrowhead	1	0.028847239793027266
Arrowhead	1	0.03172864033022392
Arrowhead	1	0.03598393958101642
Arrowhead	1	0.0192940423371737
Arrowhead	3	0.00822326596002713
Arrowhead	3	0.00592615969880487
Arrowhead	3	0.008539628183568251
Arrowhead	1	0.033198180121910434
Arrowhead	1	0.015330555435444598
Arrowhead	1	0.012952966782816365
Arrowhead	1	0.058920299562025324
Arrowhead	3	0.016800559162642923
Arrowhead	3	0.051979173996392056
Arrowhead	3	0.012956880589179098
Arrowhead	1	0.01900456265905268
Arrowhead	2	0.013167967747350545
Arrowhead	2	0.0118989744875794
Arrowhead	2	0.006493544317641858
Arrowhead	2	0.006182455543280361
Arrowhead	1	0.027131696090947954
Arrowhead	1	0.019672970819058434
Arrowhead	1	0.045525767176014593
Arrowhead	1	0.019115411942500972
Arrowhead	1	0.020242343938131676
Arrowhead	2	0.015749056278389406
Arrowhead	2	0.0161353500762691
Arrowhead	1	0.01619074992531304
Arrowhead	1	0.04051628181146855
Arrowhead	1	0.041379927133122094
Arrowhead	3	0.00574091581742937
Arrowhead	3	0.007620989906122898
Arrowhead	3	0.008438084951635828
Arrowhead	2	0.014794949743547225
Arrowhead	2	0.022254490759388682
Arrowhead	1	0.018094007497936247
Arrowhead	2	0.026659364119304547
Arrowhead	2	0.01995676082711168
Arrowhead	1	0.02765630517902804
Arrowhead	1	0.024444753529638083
Arrowhead	1	0.008980160696030134
Arrowhead	1	0.014682717549390921
Arrowhead	1	0.029578295912994084
Arrowhead	1	0.021447924412195587
Arrowhead	1	0.060173382614533796
Arrowhead	1	0.007368029721932861
Arrowhead	1	0.028330835470450864
Arrowhead	1	0.016509567801777297
Arrowhead	2	0.02363632421878341
Arrowhead	2	0.018363390194142407
Arrowhead	1	0.037324391108262425
Arrowhead	1	0.017427011939246412
Arrowhead	1	0.04834518378506278
Arrowhead	2	0.060075056733220444
Arrowhead	2	0.015414751521574283
Arrowhead	1	0.029959818239561706
Arrowhead	1	0.022454601011168317
Arrowhead	1	0.032708644546147164
Arrowhead	2	0.004537959925760452
Arrowhead	2	0.004655382516093975
Arrowhead	1	0.014944321219940089
Arrowhead	1	0.010134134178962678
Arrowhead	1	0.0050332670185126984
Arrowhead	1	0.005317330402090816
Arrowhead	1	0.022704461013956418
Arrowhead	1	0.021002492018603464
Arrowhead	1	0.022910545852423733
Arrowhead	1	0.02176195561292659
Arrowhead	1	0.03634122582336454
Arrowhead	3	0.016579302504908543
Arrowhead	3	0.015043190211227978
Arrowhead	3	0.02465514571580757
Arrowhead	2	0.03295627579416979
Arrowhead	2	0.028256203638151216
Arrowhead	1	0.03257765505406014
Arrowhead	1	0.026108470496919292
Arrowhead	1	0.04880069652157431
Arrowhead	1	0.030319193232361697
Arrowhead	2	0.048945707674960495
Arrowhead	2	0.06348523564119309
Arrowhead	2	0.014837476864202528
Arrowhead	2	0.018448982523607892
Arrowhead	1	0.07290045623947901
